,Condition,Drug,DrugClass,Filename,Plate,Well
779,Sb2035800.003,Sb203580,Inactive,Week5_29301/Inactive/Sb203580/FL_Week5_29301_G10_0.png,Week5_29301,G10
780,Aloisinea3.0,Aloisinea,Inactive,Week5_29301/Inactive/Aloisinea/FL_Week5_29301_E05_0.png,Week5_29301,E05
781,"Ici182,78030.0","Ici182,780",Inactive,"Week5_29301/Inactive/Ici182,780/FL_Week5_29301_B03_0.png",Week5_29301,B03
782,Taxol0.3,Taxol,MT,Week5_29301/MT/Taxol/FL_Week5_29301_C11_0.png,Week5_29301,C11
783,Dmso0.0,Dmso,Inactive,Week5_29301/Inactive/Dmso/FL_Week5_29301_D02_0.png,Week5_29301,D02
784,Dmso0.0,Dmso,Inactive,Week5_29301/Inactive/Dmso/FL_Week5_29301_C02_0.png,Week5_29301,C02
785,Dmso0.0,Dmso,Inactive,Week7_34641/Inactive/Dmso/FL_Week7_34641_E11_0.png,Week7_34641,E11
786,Arabinofuranosylcytosine0.1,Arabinofuranosylcytosine,Inactive,Week7_34641/Inactive/Arabinofuranosylcytosine/FL_Week7_34641_G08_0.png,Week7_34641,G08
787,Forskolin0.3,Forskolin,Inactive,Week7_34641/Inactive/Forskolin/FL_Week7_34641_F07_0.png,Week7_34641,F07
788,Arabinofuranosylcytosine3.0,Arabinofuranosylcytosine,Inactive,Week7_34641/Inactive/Arabinofuranosylcytosine/FL_Week7_34641_G05_0.png,Week7_34641,G05
789,Forskolin0.1,Forskolin,Inactive,Week7_34641/Inactive/Forskolin/FL_Week7_34641_F08_0.png,Week7_34641,F08
790,Puromycin0.3,Puromycin,Inactive,Week7_34641/Inactive/Puromycin/FL_Week7_34641_E08_0.png,Week7_34641,E08
791,Forskolin3.0,Forskolin,Inactive,Week7_34641/Inactive/Forskolin/FL_Week7_34641_F05_0.png,Week7_34641,F05
792,Taxol0.3,Taxol,MT,Week7_34641/MT/Taxol/FL_Week7_34641_D11_0.png,Week7_34641,D11
793,Azn0.3,Azn,Unknown,Week7_34641/Unknown/Azn/FL_Week7_34641_B06_0.png,Week7_34641,B06
794,Proteasomeinhibitori1.0,Proteasomeinhibitori,Proteasome,Week7_34641/Proteasome/Proteasomeinhibitori/FL_Week7_34641_D05_0.png,Week7_34641,D05
795,Arabinofuranosylcytosine30.0,Arabinofuranosylcytosine,Unknown,Week7_34641/Unknown/Arabinofuranosylcytosine/FL_Week7_34641_G03_0.png,Week7_34641,G03
796,Puromycin1.0,Puromycin,Inactive,Week7_34641/Inactive/Puromycin/FL_Week7_34641_E07_0.png,Week7_34641,E07
797,Docetaxel0.01,Docetaxel,MT,Week7_34641/MT/Docetaxel/FL_Week7_34641_C07_0.png,Week7_34641,C07
798,Docetaxel0.1,Docetaxel,MT,Week7_34641/MT/Docetaxel/FL_Week7_34641_C05_0.png,Week7_34641,C05
799,Proteasomeinhibitori0.1,Proteasomeinhibitori,Proteasome,Week7_34641/Proteasome/Proteasomeinhibitori/FL_Week7_34641_D07_0.png,Week7_34641,D07
800,Azn0.03,Azn,Inactive,Week7_34641/Inactive/Azn/FL_Week7_34641_B08_0.png,Week7_34641,B08
801,Puromycin30.0,Puromycin,Proteinsynthesis,Week7_34641/Proteinsynthesis/Puromycin/FL_Week7_34641_E04_0.png,Week7_34641,E04
802,Arabinofuranosylcytosine1.0,Arabinofuranosylcytosine,Inactive,Week7_34641/Inactive/Arabinofuranosylcytosine/FL_Week7_34641_G06_0.png,Week7_34641,G06
803,Puromycin0.03,Puromycin,Inactive,Week7_34641/Inactive/Puromycin/FL_Week7_34641_E10_0.png,Week7_34641,E10
804,Azn0.1,Azn,Unknown,Week7_34641/Unknown/Azn/FL_Week7_34641_B07_0.png,Week7_34641,B07
805,Docetaxel1.0,Docetaxel,MT,Week7_34641/MT/Docetaxel/FL_Week7_34641_C03_0.png,Week7_34641,C03
806,Proteasomeinhibitori10.0,Proteasomeinhibitori,Proteasome,Week7_34641/Proteasome/Proteasomeinhibitori/FL_Week7_34641_D03_0.png,Week7_34641,D03
807,Forskolin30.0,Forskolin,Inactive,Week7_34641/Inactive/Forskolin/FL_Week7_34641_F03_0.png,Week7_34641,F03
808,Proteasomeinhibitori0.01,Proteasomeinhibitori,Proteasome,Week7_34641/Proteasome/Proteasomeinhibitori/FL_Week7_34641_D09_0.png,Week7_34641,D09
809,Forskolin10.0,Forskolin,Inactive,Week7_34641/Inactive/Forskolin/FL_Week7_34641_F04_0.png,Week7_34641,F04
810,Proteasomeinhibitori3.0,Proteasomeinhibitori,Proteasome,Week7_34641/Proteasome/Proteasomeinhibitori/FL_Week7_34641_D04_0.png,Week7_34641,D04
811,Azn3.0,Azn,Unknown,Week7_34641/Unknown/Azn/FL_Week7_34641_B04_0.png,Week7_34641,B04
812,Proteasomeinhibitori0.003,Proteasomeinhibitori,Proteasome,Week7_34641/Proteasome/Proteasomeinhibitori/FL_Week7_34641_D10_0.png,Week7_34641,D10
813,Forskolin0.03,Forskolin,Inactive,Week7_34641/Inactive/Forskolin/FL_Week7_34641_F09_0.png,Week7_34641,F09
814,Dmso0.0,Dmso,Inactive,Week7_34641/Inactive/Dmso/FL_Week7_34641_F11_0.png,Week7_34641,F11
815,Azn0.01,Azn,Inactive,Week7_34641/Inactive/Azn/FL_Week7_34641_B09_0.png,Week7_34641,B09
816,Dmso0.0,Dmso,Inactive,Week7_34641/Inactive/Dmso/FL_Week7_34641_G11_0.png,Week7_34641,G11
817,Proteasomeinhibitori0.03,Proteasomeinhibitori,Proteasome,Week7_34641/Proteasome/Proteasomeinhibitori/FL_Week7_34641_D08_0.png,Week7_34641,D08
818,Puromycin100.0,Puromycin,Proteinsynthesis,Week7_34641/Proteinsynthesis/Puromycin/FL_Week7_34641_E03_0.png,Week7_34641,E03
819,Azn1.0,Azn,Unknown,Week7_34641/Unknown/Azn/FL_Week7_34641_B05_0.png,Week7_34641,B05
820,Docetaxel0.003,Docetaxel,MT,Week7_34641/MT/Docetaxel/FL_Week7_34641_C08_0.png,Week7_34641,C08
821,Docetaxel0.3,Docetaxel,MT,Week7_34641/MT/Docetaxel/FL_Week7_34641_C04_0.png,Week7_34641,C04
822,Arabinofuranosylcytosine0.03,Arabinofuranosylcytosine,Inactive,Week7_34641/Inactive/Arabinofuranosylcytosine/FL_Week7_34641_G09_0.png,Week7_34641,G09
823,Docetaxel0.0003,Docetaxel,Inactive,Week7_34641/Inactive/Docetaxel/FL_Week7_34641_C10_0.png,Week7_34641,C10
824,Arabinofuranosylcytosine0.3,Arabinofuranosylcytosine,Inactive,Week7_34641/Inactive/Arabinofuranosylcytosine/FL_Week7_34641_G07_0.png,Week7_34641,G07
825,Dmso0.0,Dmso,Inactive,Week7_34641/Inactive/Dmso/FL_Week7_34641_B02_0.png,Week7_34641,B02
826,Puromycin3.0,Puromycin,Inactive,Week7_34641/Inactive/Puromycin/FL_Week7_34641_E06_0.png,Week7_34641,E06
827,Forskolin1.0,Forskolin,Inactive,Week7_34641/Inactive/Forskolin/FL_Week7_34641_F06_0.png,Week7_34641,F06
828,Forskolin0.01,Forskolin,Inactive,Week7_34641/Inactive/Forskolin/FL_Week7_34641_F10_0.png,Week7_34641,F10
829,Arabinofuranosylcytosine10.0,Arabinofuranosylcytosine,Unknown,Week7_34641/Unknown/Arabinofuranosylcytosine/FL_Week7_34641_G04_0.png,Week7_34641,G04
830,Proteasomeinhibitori0.3,Proteasomeinhibitori,Proteasome,Week7_34641/Proteasome/Proteasomeinhibitori/FL_Week7_34641_D06_0.png,Week7_34641,D06
831,Azn0.003,Azn,Inactive,Week7_34641/Inactive/Azn/FL_Week7_34641_B10_0.png,Week7_34641,B10
832,Taxol0.3,Taxol,MT,Week7_34641/MT/Taxol/FL_Week7_34641_F02_0.png,Week7_34641,F02
833,Docetaxel0.001,Docetaxel,MT,Week7_34641/MT/Docetaxel/FL_Week7_34641_C09_0.png,Week7_34641,C09
834,Docetaxel0.03,Docetaxel,MT,Week7_34641/MT/Docetaxel/FL_Week7_34641_C06_0.png,Week7_34641,C06
835,Taxol0.3,Taxol,MT,Week7_34641/MT/Taxol/FL_Week7_34641_G02_0.png,Week7_34641,G02
836,Taxol0.3,Taxol,MT,Week7_34641/MT/Taxol/FL_Week7_34641_E02_0.png,Week7_34641,E02
837,Arabinofuranosylcytosine0.01,Arabinofuranosylcytosine,Inactive,Week7_34641/Inactive/Arabinofuranosylcytosine/FL_Week7_34641_G10_0.png,Week7_34641,G10
838,Puromycin10.0,Puromycin,Proteinsynthesis,Week7_34641/Proteinsynthesis/Puromycin/FL_Week7_34641_E05_0.png,Week7_34641,E05
839,Azn10.0,Azn,Unknown,Week7_34641/Unknown/Azn/FL_Week7_34641_B03_0.png,Week7_34641,B03
840,Puromycin0.1,Puromycin,Inactive,Week7_34641/Inactive/Puromycin/FL_Week7_34641_E09_0.png,Week7_34641,E09
841,Dmso0.0,Dmso,Inactive,Week7_34641/Inactive/Dmso/FL_Week7_34641_D02_0.png,Week7_34641,D02
842,Dmso0.0,Dmso,Inactive,Week7_34641/Inactive/Dmso/FL_Week7_34641_C02_0.png,Week7_34641,C02
843,Dmso0.0,Dmso,Inactive,Week3_25721/Inactive/Dmso/FL_Week3_25721_E11_0.png,Week3_25721,E11
844,Y276320.1,Y27632,Inactive,Week3_25721/Inactive/Y27632/FL_Week3_25721_G08_0.png,Week3_25721,G08
845,Chlorambucil0.1,Chlorambucil,Inactive,Week3_25721/Inactive/Chlorambucil/FL_Week3_25721_F07_0.png,Week3_25721,F07
846,Y276323.0,Y27632,Unknown,Week3_25721/Unknown/Y27632/FL_Week3_25721_G05_0.png,Week3_25721,G05
847,Chlorambucil0.03,Chlorambucil,Inactive,Week3_25721/Inactive/Chlorambucil/FL_Week3_25721_F08_0.png,Week3_25721,F08
848,Cisplatin0.1,Cisplatin,Inactive,Week3_25721/Inactive/Cisplatin/FL_Week3_25721_E08_0.png,Week3_25721,E08
849,Chlorambucil1.0,Chlorambucil,Inactive,Week3_25721/Inactive/Chlorambucil/FL_Week3_25721_F05_0.png,Week3_25721,F05
850,Taxol0.3,Taxol,MT,Week3_25721/MT/Taxol/FL_Week3_25721_D11_0.png,Week3_25721,D11
851,Demecolcine0.3,Demecolcine,MT,Week3_25721/MT/Demecolcine/FL_Week3_25721_B06_0.png,Week3_25721,B06
852,Pd980593.0,Pd98059,Inactive,Week3_25721/Inactive/Pd98059/FL_Week3_25721_D05_0.png,Week3_25721,D05
853,Y2763230.0,Y27632,Inactive,Week3_25721/Inactive/Y27632/FL_Week3_25721_G03_0.png,Week3_25721,G03
854,Cisplatin0.3,Cisplatin,Inactive,Week3_25721/Inactive/Cisplatin/FL_Week3_25721_E07_0.png,Week3_25721,E07
855,Emetine0.3,Emetine,Proteinsynthesis,Week3_25721/Proteinsynthesis/Emetine/FL_Week3_25721_C07_0.png,Week3_25721,C07
856,Emetine3.0,Emetine,Proteinsynthesis,Week3_25721/Proteinsynthesis/Emetine/FL_Week3_25721_C05_0.png,Week3_25721,C05
857,Pd980590.3,Pd98059,Inactive,Week3_25721/Inactive/Pd98059/FL_Week3_25721_D07_0.png,Week3_25721,D07
858,Demecolcine0.03,Demecolcine,MT,Week3_25721/MT/Demecolcine/FL_Week3_25721_B08_0.png,Week3_25721,B08
859,Cisplatin10.0,Cisplatin,Inactive,Week3_25721/Inactive/Cisplatin/FL_Week3_25721_E04_0.png,Week3_25721,E04
860,Y276321.0,Y27632,Inactive,Week3_25721/Inactive/Y27632/FL_Week3_25721_G06_0.png,Week3_25721,G06
861,Cisplatin0.01,Cisplatin,Inactive,Week3_25721/Inactive/Cisplatin/FL_Week3_25721_E10_0.png,Week3_25721,E10
862,Demecolcine0.1,Demecolcine,MT,Week3_25721/MT/Demecolcine/FL_Week3_25721_B07_0.png,Week3_25721,B07
863,Emetine30.0,Emetine,Proteinsynthesis,Week3_25721/Proteinsynthesis/Emetine/FL_Week3_25721_C03_0.png,Week3_25721,C03
864,Pd9805930.0,Pd98059,MEK,Week3_25721/MEK/Pd98059/FL_Week3_25721_D03_0.png,Week3_25721,D03
865,Chlorambucil10.0,Chlorambucil,Inactive,Week3_25721/Inactive/Chlorambucil/FL_Week3_25721_F03_0.png,Week3_25721,F03
866,Pd980590.03,Pd98059,Inactive,Week3_25721/Inactive/Pd98059/FL_Week3_25721_D09_0.png,Week3_25721,D09
867,Chlorambucil3.0,Chlorambucil,Inactive,Week3_25721/Inactive/Chlorambucil/FL_Week3_25721_F04_0.png,Week3_25721,F04
868,Pd9805910.0,Pd98059,Inactive,Week3_25721/Inactive/Pd98059/FL_Week3_25721_D04_0.png,Week3_25721,D04
869,Demecolcine3.0,Demecolcine,MT,Week3_25721/MT/Demecolcine/FL_Week3_25721_B04_0.png,Week3_25721,B04
870,Pd980590.01,Pd98059,Inactive,Week3_25721/Inactive/Pd98059/FL_Week3_25721_D10_0.png,Week3_25721,D10
871,Chlorambucil0.01,Chlorambucil,Inactive,Week3_25721/Inactive/Chlorambucil/FL_Week3_25721_F09_0.png,Week3_25721,F09
872,Dmso0.0,Dmso,Inactive,Week3_25721/Inactive/Dmso/FL_Week3_25721_F11_0.png,Week3_25721,F11
873,Demecolcine0.01,Demecolcine,MT,Week3_25721/MT/Demecolcine/FL_Week3_25721_B09_0.png,Week3_25721,B09
874,Dmso0.0,Dmso,Inactive,Week3_25721/Inactive/Dmso/FL_Week3_25721_G11_0.png,Week3_25721,G11
875,Pd980590.1,Pd98059,Inactive,Week3_25721/Inactive/Pd98059/FL_Week3_25721_D08_0.png,Week3_25721,D08
876,Cisplatin30.0,Cisplatin,DNA,Week3_25721/DNA/Cisplatin/FL_Week3_25721_E03_0.png,Week3_25721,E03
877,Demecolcine1.0,Demecolcine,MT,Week3_25721/MT/Demecolcine/FL_Week3_25721_B05_0.png,Week3_25721,B05
878,Emetine0.1,Emetine,Proteinsynthesis,Week3_25721/Proteinsynthesis/Emetine/FL_Week3_25721_C08_0.png,Week3_25721,C08
879,Emetine10.0,Emetine,Proteinsynthesis,Week3_25721/Proteinsynthesis/Emetine/FL_Week3_25721_C04_0.png,Week3_25721,C04
880,Y276320.03,Y27632,Inactive,Week3_25721/Inactive/Y27632/FL_Week3_25721_G09_0.png,Week3_25721,G09
881,Taxol0.3,Taxol,MT,Week3_25721/MT/Taxol/FL_Week3_25721_B11_0.png,Week3_25721,B11
882,Emetine0.01,Emetine,Inactive,Week3_25721/Inactive/Emetine/FL_Week3_25721_C10_0.png,Week3_25721,C10
883,Y276320.3,Y27632,Inactive,Week3_25721/Inactive/Y27632/FL_Week3_25721_G07_0.png,Week3_25721,G07
884,Dmso0.0,Dmso,Inactive,Week3_25721/Inactive/Dmso/FL_Week3_25721_B02_0.png,Week3_25721,B02
885,Cisplatin1.0,Cisplatin,Inactive,Week3_25721/Inactive/Cisplatin/FL_Week3_25721_E06_0.png,Week3_25721,E06
886,Chlorambucil0.3,Chlorambucil,Inactive,Week3_25721/Inactive/Chlorambucil/FL_Week3_25721_F06_0.png,Week3_25721,F06
887,Chlorambucil0.003,Chlorambucil,Inactive,Week3_25721/Inactive/Chlorambucil/FL_Week3_25721_F10_0.png,Week3_25721,F10
888,Y2763210.0,Y27632,Unknown,Week3_25721/Unknown/Y27632/FL_Week3_25721_G04_0.png,Week3_25721,G04
889,Pd980591.0,Pd98059,Inactive,Week3_25721/Inactive/Pd98059/FL_Week3_25721_D06_0.png,Week3_25721,D06
890,Demecolcine0.003,Demecolcine,MT,Week3_25721/MT/Demecolcine/FL_Week3_25721_B10_0.png,Week3_25721,B10
891,Emetine0.03,Emetine,Inactive,Week3_25721/Inactive/Emetine/FL_Week3_25721_C09_0.png,Week3_25721,C09
892,Emetine1.0,Emetine,Proteinsynthesis,Week3_25721/Proteinsynthesis/Emetine/FL_Week3_25721_C06_0.png,Week3_25721,C06
893,Taxol0.3,Taxol,MT,Week3_25721/MT/Taxol/FL_Week3_25721_G02_0.png,Week3_25721,G02
894,Taxol0.3,Taxol,MT,Week3_25721/MT/Taxol/FL_Week3_25721_E02_0.png,Week3_25721,E02
895,Y276320.01,Y27632,Inactive,Week3_25721/Inactive/Y27632/FL_Week3_25721_G10_0.png,Week3_25721,G10
896,Cisplatin3.0,Cisplatin,Inactive,Week3_25721/Inactive/Cisplatin/FL_Week3_25721_E05_0.png,Week3_25721,E05
897,Demecolcine10.0,Demecolcine,MT,Week3_25721/MT/Demecolcine/FL_Week3_25721_B03_0.png,Week3_25721,B03
898,Cisplatin0.03,Cisplatin,Inactive,Week3_25721/Inactive/Cisplatin/FL_Week3_25721_E09_0.png,Week3_25721,E09
899,Taxol0.3,Taxol,MT,Week3_25721/MT/Taxol/FL_Week3_25721_C11_0.png,Week3_25721,C11
900,Dmso0.0,Dmso,Inactive,Week3_25721/Inactive/Dmso/FL_Week3_25721_D02_0.png,Week3_25721,D02
901,Dmso0.0,Dmso,Inactive,Week3_25721/Inactive/Dmso/FL_Week3_25721_C02_0.png,Week3_25721,C02
902,Dmso0.0,Dmso,Inactive,Week10_40111/Inactive/Dmso/FL_Week10_40111_E11_0.png,Week10_40111,E11
903,Monastrol0.3,Monastrol,Inactive,Week10_40111/Inactive/Monastrol/FL_Week10_40111_G08_0.png,Week10_40111,G08
904,Tkk0.1,Tkk,Inactive,Week10_40111/Inactive/Tkk/FL_Week10_40111_F07_0.png,Week10_40111,F07
905,Monastrol10.0,Monastrol,Inactive,Week10_40111/Inactive/Monastrol/FL_Week10_40111_G05_0.png,Week10_40111,G05
906,Tkk0.03,Tkk,Unknown,Week10_40111/Unknown/Tkk/FL_Week10_40111_F08_0.png,Week10_40111,F08
907,Temozolomide0.06,Temozolomide,Inactive,Week10_40111/Inactive/Temozolomide/FL_Week10_40111_E08_0.png,Week10_40111,E08
908,Tkk1.0,Tkk,Inactive,Week10_40111/Inactive/Tkk/FL_Week10_40111_F05_0.png,Week10_40111,F05
909,Taxol0.3,Taxol,MT,Week10_40111/MT/Taxol/FL_Week10_40111_D11_0.png,Week10_40111,D11
910,Cdk12inhibitor(nu6102)0.3,Cdk12inhibitor(nu6102),Inactive,Week10_40111/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40111_B06_0.png,Week10_40111,B06
911,Azu3.0,Azu,Inactive,Week10_40111/Inactive/Azu/FL_Week10_40111_D05_0.png,Week10_40111,D05
912,Monastrol100.0,Monastrol,Inactive,Week10_40111/Inactive/Monastrol/FL_Week10_40111_G03_0.png,Week10_40111,G03
913,Temozolomide0.2,Temozolomide,Inactive,Week10_40111/Inactive/Temozolomide/FL_Week10_40111_E07_0.png,Week10_40111,E07
914,Az1380.3,Az138,Eg5inhibitor,Week10_40111/Eg5inhibitor/Az138/FL_Week10_40111_C07_0.png,Week10_40111,C07
915,Az1383.0,Az138,Eg5inhibitor,Week10_40111/Eg5inhibitor/Az138/FL_Week10_40111_C05_0.png,Week10_40111,C05
916,Azu0.3,Azu,Inactive,Week10_40111/Inactive/Azu/FL_Week10_40111_D07_0.png,Week10_40111,D07
917,Cdk12inhibitor(nu6102)0.03,Cdk12inhibitor(nu6102),Inactive,Week10_40111/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40111_B08_0.png,Week10_40111,B08
918,Temozolomide6.0,Temozolomide,Inactive,Week10_40111/Inactive/Temozolomide/FL_Week10_40111_E04_0.png,Week10_40111,E04
919,Monastrol3.0,Monastrol,Inactive,Week10_40111/Inactive/Monastrol/FL_Week10_40111_G06_0.png,Week10_40111,G06
920,Temozolomide0.006,Temozolomide,Inactive,Week10_40111/Inactive/Temozolomide/FL_Week10_40111_E10_0.png,Week10_40111,E10
921,Cdk12inhibitor(nu6102)0.1,Cdk12inhibitor(nu6102),Inactive,Week10_40111/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40111_B07_0.png,Week10_40111,B07
922,Azu30.0,Azu,Epithelial,Week10_40111/Epithelial/Azu/FL_Week10_40111_D03_0.png,Week10_40111,D03
923,Tkk10.0,Tkk,Inactive,Week10_40111/Inactive/Tkk/FL_Week10_40111_F03_0.png,Week10_40111,F03
924,Azu0.03,Azu,Inactive,Week10_40111/Inactive/Azu/FL_Week10_40111_D09_0.png,Week10_40111,D09
925,Tkk3.0,Tkk,Inactive,Week10_40111/Inactive/Tkk/FL_Week10_40111_F04_0.png,Week10_40111,F04
926,Azu10.0,Azu,Epithelial,Week10_40111/Epithelial/Azu/FL_Week10_40111_D04_0.png,Week10_40111,D04
927,Cdk12inhibitor(nu6102)3.0,Cdk12inhibitor(nu6102),Kinase,Week10_40111/Kinase/Cdk12inhibitor(nu6102)/FL_Week10_40111_B04_0.png,Week10_40111,B04
928,Azu0.01,Azu,Inactive,Week10_40111/Inactive/Azu/FL_Week10_40111_D10_0.png,Week10_40111,D10
929,Tkk0.01,Tkk,Inactive,Week10_40111/Inactive/Tkk/FL_Week10_40111_F09_0.png,Week10_40111,F09
930,Dmso0.0,Dmso,Inactive,Week10_40111/Inactive/Dmso/FL_Week10_40111_F11_0.png,Week10_40111,F11
931,Cdk12inhibitor(nu6102)0.01,Cdk12inhibitor(nu6102),Inactive,Week10_40111/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40111_B09_0.png,Week10_40111,B09
932,Dmso0.0,Dmso,Inactive,Week10_40111/Inactive/Dmso/FL_Week10_40111_G11_0.png,Week10_40111,G11
933,Azu0.1,Azu,Inactive,Week10_40111/Inactive/Azu/FL_Week10_40111_D08_0.png,Week10_40111,D08
934,Temozolomide20.0,Temozolomide,Inactive,Week10_40111/Inactive/Temozolomide/FL_Week10_40111_E03_0.png,Week10_40111,E03
935,Cdk12inhibitor(nu6102)1.0,Cdk12inhibitor(nu6102),Inactive,Week10_40111/Inactive/Cdk12inhibitor(nu6102)/FL_Week10_40111_B05_0.png,Week10_40111,B05
936,Az1380.1,Az138,Eg5inhibitor,Week10_40111/Eg5inhibitor/Az138/FL_Week10_40111_C08_0.png,Week10_40111,C08
937,Monastrol0.1,Monastrol,Inactive,Week10_40111/Inactive/Monastrol/FL_Week10_40111_G09_0.png,Week10_40111,G09
938,Taxol0.3,Taxol,MT,Week10_40111/MT/Taxol/FL_Week10_40111_B11_0.png,Week10_40111,B11
939,Az1380.01,Az138,Eg5inhibitor,Week10_40111/Eg5inhibitor/Az138/FL_Week10_40111_C10_0.png,Week10_40111,C10
940,Monastrol1.0,Monastrol,Inactive,Week10_40111/Inactive/Monastrol/FL_Week10_40111_G07_0.png,Week10_40111,G07
941,Dmso0.0,Dmso,Inactive,Week10_40111/Inactive/Dmso/FL_Week10_40111_B02_0.png,Week10_40111,B02
942,Tkk0.3,Tkk,Inactive,Week10_40111/Inactive/Tkk/FL_Week10_40111_F06_0.png,Week10_40111,F06
943,Tkk0.003,Tkk,Inactive,Week10_40111/Inactive/Tkk/FL_Week10_40111_F10_0.png,Week10_40111,F10
944,Monastrol30.0,Monastrol,Inactive,Week10_40111/Inactive/Monastrol/FL_Week10_40111_G04_0.png,Week10_40111,G04
945,Azu1.0,Azu,Inactive,Week10_40111/Inactive/Azu/FL_Week10_40111_D06_0.png,Week10_40111,D06
946,Taxol0.3,Taxol,MT,Week10_40111/MT/Taxol/FL_Week10_40111_F02_0.png,Week10_40111,F02
947,Az1380.03,Az138,Eg5inhibitor,Week10_40111/Eg5inhibitor/Az138/FL_Week10_40111_C09_0.png,Week10_40111,C09
948,Az1381.0,Az138,Eg5inhibitor,Week10_40111/Eg5inhibitor/Az138/FL_Week10_40111_C06_0.png,Week10_40111,C06
949,Taxol0.3,Taxol,MT,Week10_40111/MT/Taxol/FL_Week10_40111_G02_0.png,Week10_40111,G02
950,Taxol0.3,Taxol,MT,Week10_40111/MT/Taxol/FL_Week10_40111_E02_0.png,Week10_40111,E02
951,Monastrol0.03,Monastrol,Inactive,Week10_40111/Inactive/Monastrol/FL_Week10_40111_G10_0.png,Week10_40111,G10
952,Temozolomide2.0,Temozolomide,Inactive,Week10_40111/Inactive/Temozolomide/FL_Week10_40111_E05_0.png,Week10_40111,E05
953,Cdk12inhibitor(nu6102)10.0,Cdk12inhibitor(nu6102),Kinase,Week10_40111/Kinase/Cdk12inhibitor(nu6102)/FL_Week10_40111_B03_0.png,Week10_40111,B03
954,Temozolomide0.02,Temozolomide,Inactive,Week10_40111/Inactive/Temozolomide/FL_Week10_40111_E09_0.png,Week10_40111,E09
955,Taxol0.3,Taxol,MT,Week10_40111/MT/Taxol/FL_Week10_40111_C11_0.png,Week10_40111,C11
956,Dmso0.0,Dmso,Inactive,Week10_40111/Inactive/Dmso/FL_Week10_40111_D02_0.png,Week10_40111,D02
957,Dmso0.0,Dmso,Inactive,Week10_40111/Inactive/Dmso/FL_Week10_40111_C02_0.png,Week10_40111,C02
958,Dmso0.0,Dmso,Inactive,Week7_34381/Inactive/Dmso/FL_Week7_34381_E11_0.png,Week7_34381,E11
959,Arabinofuranosylcytosine0.1,Arabinofuranosylcytosine,Unknown,Week7_34381/Unknown/Arabinofuranosylcytosine/FL_Week7_34381_G08_0.png,Week7_34381,G08
960,Forskolin0.3,Forskolin,Kinase,Week7_34381/Kinase/Forskolin/FL_Week7_34381_F07_0.png,Week7_34381,F07
961,Arabinofuranosylcytosine3.0,Arabinofuranosylcytosine,Unknown,Week7_34381/Unknown/Arabinofuranosylcytosine/FL_Week7_34381_G05_0.png,Week7_34381,G05
962,Forskolin0.1,Forskolin,Kinase,Week7_34381/Kinase/Forskolin/FL_Week7_34381_F08_0.png,Week7_34381,F08
963,Puromycin0.3,Puromycin,Proteinsynthesis,Week7_34381/Proteinsynthesis/Puromycin/FL_Week7_34381_E08_0.png,Week7_34381,E08
964,Forskolin3.0,Forskolin,Kinase,Week7_34381/Kinase/Forskolin/FL_Week7_34381_F05_0.png,Week7_34381,F05
965,Taxol0.3,Taxol,MT,Week7_34381/MT/Taxol/FL_Week7_34381_D11_0.png,Week7_34381,D11
966,Azn0.3,Azn,Unknown,Week7_34381/Unknown/Azn/FL_Week7_34381_B06_0.png,Week7_34381,B06
967,Proteasomeinhibitori1.0,Proteasomeinhibitori,Proteasome,Week7_34381/Proteasome/Proteasomeinhibitori/FL_Week7_34381_D05_0.png,Week7_34381,D05
968,Arabinofuranosylcytosine30.0,Arabinofuranosylcytosine,Unknown,Week7_34381/Unknown/Arabinofuranosylcytosine/FL_Week7_34381_G03_0.png,Week7_34381,G03
969,Puromycin1.0,Puromycin,Proteinsynthesis,Week7_34381/Proteinsynthesis/Puromycin/FL_Week7_34381_E07_0.png,Week7_34381,E07
970,Docetaxel0.01,Docetaxel,MT,Week7_34381/MT/Docetaxel/FL_Week7_34381_C07_0.png,Week7_34381,C07
971,Docetaxel0.1,Docetaxel,MT,Week7_34381/MT/Docetaxel/FL_Week7_34381_C05_0.png,Week7_34381,C05
972,Proteasomeinhibitori0.1,Proteasomeinhibitori,Proteasome,Week7_34381/Proteasome/Proteasomeinhibitori/FL_Week7_34381_D07_0.png,Week7_34381,D07
973,Azn0.03,Azn,Unknown,Week7_34381/Unknown/Azn/FL_Week7_34381_B08_0.png,Week7_34381,B08
974,Puromycin30.0,Puromycin,Proteinsynthesis,Week7_34381/Proteinsynthesis/Puromycin/FL_Week7_34381_E04_0.png,Week7_34381,E04
975,Arabinofuranosylcytosine1.0,Arabinofuranosylcytosine,Unknown,Week7_34381/Unknown/Arabinofuranosylcytosine/FL_Week7_34381_G06_0.png,Week7_34381,G06
976,Puromycin0.03,Puromycin,Proteinsynthesis,Week7_34381/Proteinsynthesis/Puromycin/FL_Week7_34381_E10_0.png,Week7_34381,E10
977,Azn0.1,Azn,Unknown,Week7_34381/Unknown/Azn/FL_Week7_34381_B07_0.png,Week7_34381,B07
978,Docetaxel1.0,Docetaxel,MT,Week7_34381/MT/Docetaxel/FL_Week7_34381_C03_0.png,Week7_34381,C03
